City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
697,Kaniama,CD,-7.5667,24.1833,72.05,92,96,6.22,light rain
698,Verkhoyansk,RU,67.5447,133.385,-14.06,97,100,3.83,overcast clouds
699,Launceston,AU,-41.45,147.1667,55.35,71,75,6.91,broken clouds
700,Ulladulla,AU,-35.35,150.4667,61.29,88,100,7.31,light rain
701,Mitsamiouli,KM,-11.3847,43.2844,83.03,70,8,7.18,light rain
702,La Reforma,MX,25.0833,-108.05,62.73,66,100,5.88,overcast clouds
703,Beeville,US,28.4008,-97.7483,67.28,94,100,3.44,overcast clouds
704,Agirish,RU,61.9247,63.0231,-16.01,100,92,1.05,overcast clouds
705,Mtambile,TZ,-5.3833,39.7,83.28,68,85,11.79,overcast clouds
706,Owando,CG,-0.4819,15.8999,93.07,29,100,3.04,overcast clouds
707,Forecariah,GN,9.4306,-13.0881,91.94,35,100,4.47,overcast clouds
708,Raver,IN,21.25,76.0333,74.41,39,0,3.49,clear sky
709,Vanimo,PG,-2.6741,141.3028,76.78,89,100,9.06,light rain
710,Yulin,CN,22.6333,110.15,51.89,60,83,5.39,broken clouds
711,Kindu,CD,-2.95,25.95,68.76,98,100,3.31,overcast clouds
712,Skjervoy,NO,70.0311,20.9714,32.0,50,100,19.55,overcast clouds
713,Coahuayana,MX,18.7333,-103.6833,68.0,59,6,4.36,clear sky
714,Surab,PK,28.4914,66.2585,43.21,64,6,16.6,clear sky
715,Zavoronezhskoye,RU,52.8801,40.5526,29.23,98,96,7.94,light snow
716,Esmeraldas,BR,-19.7625,-44.3139,81.46,77,100,8.5,moderate rain
717,Muhos,FI,64.808,25.9931,22.78,93,98,8.61,overcast clouds
718,Manyana,BW,-23.4,21.7167,89.1,26,100,5.3,light rain
719,Mfou,CM,3.7159,11.6427,93.04,19,86,2.04,overcast clouds
720,Westport,US,41.1415,-73.3579,42.57,78,0,0.0,clear sky
721,Lovozero,RU,68.005,35.0117,2.68,95,8,4.52,clear sky
722,Goure,NE,13.9835,10.2704,78.58,11,1,17.56,clear sky
723,Gabu,GW,12.2833,-14.2167,94.01,15,100,3.22,overcast clouds
724,Odesskoye,RU,54.2111,72.9651,-11.27,100,81,3.11,broken clouds
725,Darhan,MN,49.4867,105.9228,-7.49,95,83,3.6,broken clouds
726,Naryan-Mar,RU,67.6713,53.087,4.62,92,100,12.73,overcast clouds
727,Coruripe,BR,-10.1256,-36.1756,84.81,55,6,11.12,clear sky
728,Tanete,ID,-3.9443,119.7848,75.92,92,100,5.03,light rain
