City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
275,Basoko,CD,2022-12-22 00:25:54,1.2391,23.616,71.76,91,66,4.36
276,Ilulissat,GL,2022-12-22 00:25:54,69.2167,-51.1,-4.77,76,59,5.5
277,Bethel,US,2022-12-22 00:25:55,41.3712,-73.414,33.15,71,0,3.44
278,Labuhan,ID,2022-12-22 00:25:55,-6.8844,112.2051,80.6,80,100,9.55
279,Naze,JP,2022-12-22 00:25:55,28.3667,129.4833,58.12,56,63,25.7
280,Maputo,MZ,2022-12-22 00:25:55,-25.9653,32.5892,67.68,83,75,6.91
281,Dauphin,CA,2022-12-22 00:25:56,51.1494,-100.0502,-9.26,77,100,8.05
282,Yele,CM,2022-12-22 00:25:56,10.7323,13.5891,58.6,40,67,3.91
283,Jalali,IN,2022-12-22 00:25:56,27.8667,78.2667,51.76,37,0,6.67
284,Cabo San Lucas,MX,2022-12-22 00:22:17,22.8909,-109.9124,77.5,58,0,5.75
285,Port-Gentil,GA,2022-12-22 00:25:57,-0.7193,8.7815,79.72,78,100,10.51
286,Bambanglipuro,ID,2022-12-22 00:25:57,-7.95,110.2833,78.17,83,100,3.78
287,Bonavista,CA,2022-12-22 00:25:57,48.6499,-53.1147,32.77,88,97,21.88
288,Olafsvik,IS,2022-12-22 00:25:58,64.8945,-23.7142,31.89,63,75,27.09
289,Grand Gaube,MU,2022-12-22 00:25:58,-20.0064,57.6608,73.38,75,48,7.72
290,Asfi,MA,2022-12-22 00:25:58,32.2994,-9.2372,61.32,84,38,11.54
291,Ulladulla,AU,2022-12-22 00:25:58,-35.35,150.4667,68.54,57,99,10.16
